epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1351.58,1.5779,1.4937,1.25887,0.73915,0.45552,0.40913,0.14335,2.31997,1.93985,1.7716,0.000268938,0.000268938,0.000268938
84,1368.83,1.58096,1.36454,1.22847,0.78101,0.45232,0.42563,0.1444,2.306,1.90641,1.75124,0.000254791,0.000254791,0.000254791
85,1382.48,1.62517,1.49332,1.2258,0.78101,0.45232,0.42563,0.1444,2.306,1.90641,1.75124,0.000240644,0.000240644,0.000240644
86,1393.01,1.52588,1.48251,1.21013,0.73165,0.45128,0.44361,0.16212,2.28215,1.86308,1.72357,0.000226497,0.000226497,0.000226497
87,1404.95,1.67992,1.62268,1.31767,0.73165,0.45128,0.44361,0.16212,2.28215,1.86308,1.72357,0.000212349,0.000212349,0.000212349
88,1420.29,1.64999,1.39038,1.20159,0.70888,0.47692,0.45017,0.17627,2.26549,1.84157,1.71674,0.000198202,0.000198202,0.000198202
89,1436.55,1.60297,1.38466,1.19406,0.70888,0.47692,0.45017,0.17627,2.26549,1.84157,1.71674,0.000184055,0.000184055,0.000184055
90,1463.81,1.66786,1.44755,1.26827,0.40749,0.52068,0.46392,0.18081,2.25822,1.82652,1.7172,0.000169908,0.000169908,0.000169908
91,1478.05,1.58889,1.681,1.25214,0.40749,0.52068,0.46392,0.18081,2.25822,1.82652,1.7172,0.000155761,0.000155761,0.000155761
92,1496.15,1.59352,1.6616,1.20493,0.40659,0.52479,0.45865,0.176,2.27417,1.82586,1.72205,0.000141614,0.000141614,0.000141614
93,1508.73,1.51259,1.60113,1.2218,0.40659,0.52479,0.45865,0.176,2.27417,1.82586,1.72205,0.000127467,0.000127467,0.000127467
94,1523.88,1.54691,1.71027,1.26712,0.38403,0.49915,0.44652,0.17199,2.27483,1.85407,1.7196,0.00011332,0.00011332,0.00011332
95,1539.34,1.42724,1.50403,1.20561,0.38403,0.49915,0.44652,0.17199,2.27483,1.85407,1.7196,9.91726e-05,9.91726e-05,9.91726e-05
96,1553.12,1.49724,1.66046,1.21554,0.38403,0.47692,0.44074,0.15809,2.30004,1.88167,1.73113,8.50255e-05,8.50255e-05,8.50255e-05
97,1568.11,1.46187,1.6195,1.17908,0.38403,0.47692,0.44074,0.15809,2.30004,1.88167,1.73113,7.08784e-05,7.08784e-05,7.08784e-05
98,1584.31,1.51026,1.5967,1.22266,0.38871,0.44654,0.42909,0.15706,2.30452,1.91031,1.74056,5.67313e-05,5.67313e-05,5.67313e-05
99,1598.45,1.54103,1.55465,1.24833,0.38871,0.44654,0.42909,0.15706,2.30452,1.91031,1.74056,4.25842e-05,4.25842e-05,4.25842e-05
100,1614.25,1.47988,1.50228,1.23373,0.39775,0.43419,0.4193,0.15696,2.29364,1.90206,1.7377,2.84371e-05,2.84371e-05,2.84371e-05
