epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,4494.87,1.68566,1.67942,1.33839,0.24773,0.33036,0.19838,0.0903,2.05577,3.44314,1.60921,0.000848969,0.000848969,0.000848969
43,4618.14,1.63828,1.67203,1.28504,0.31084,0.34826,0.2152,0.09405,1.98925,3.40563,1.55184,0.000834822,0.000834822,0.000834822
44,4708.62,1.69075,1.68282,1.33321,0.29444,0.47709,0.32031,0.15665,1.97436,2.90341,1.51458,0.000820675,0.000820675,0.000820675
45,4795.02,1.66412,1.72302,1.3434,0.35561,0.48275,0.38428,0.19027,1.99856,2.78899,1.52965,0.000806528,0.000806528,0.000806528
46,4878.32,1.66675,1.87782,1.37185,0.44459,0.37957,0.38034,0.19474,2.03393,2.66961,1.53461,0.00079238,0.00079238,0.00079238
47,4980.73,1.679,1.67982,1.32165,0.35661,0.49895,0.36566,0.16978,1.9999,2.63904,1.48646,0.000778233,0.000778233,0.000778233
48,5098.82,1.63277,1.58783,1.31986,0.39264,0.52757,0.40419,0.19892,1.96688,2.79187,1.50749,0.000764086,0.000764086,0.000764086
49,5277.94,1.61396,1.71345,1.29273,0.51086,0.49521,0.43108,0.22136,1.94031,2.74402,1.50329,0.000749939,0.000749939,0.000749939
50,5463.42,1.59873,1.64278,1.27664,0.45213,0.4946,0.44161,0.21714,2.02698,2.71481,1.54367,0.000735792,0.000735792,0.000735792
51,5570.47,1.56677,1.61795,1.26132,0.56092,0.48005,0.47265,0.25306,1.93926,2.48356,1.4821,0.000721645,0.000721645,0.000721645
52,5692.94,1.65005,1.58517,1.28199,0.50038,0.55353,0.44585,0.24884,1.8686,2.38177,1.4717,0.000707498,0.000707498,0.000707498
53,5823.9,1.71344,1.62963,1.28015,0.53354,0.5481,0.4354,0.24178,1.88474,2.35789,1.48331,0.000693351,0.000693351,0.000693351
54,5944.06,1.61107,1.55193,1.23657,0.56698,0.4437,0.44488,0.23475,1.93193,2.33136,1.47497,0.000679204,0.000679204,0.000679204
55,6049.4,1.56714,2.00812,1.23141,0.61617,0.39773,0.44705,0.22078,1.9898,2.37706,1.49808,0.000665057,0.000665057,0.000665057
56,6155.86,1.59552,1.62359,1.28413,0.4013,0.42829,0.33951,0.16349,1.95402,2.57062,1.50778,0.000650909,0.000650909,0.000650909
57,6292.05,1.58811,1.50533,1.26229,0.4817,0.40878,0.34939,0.17672,1.86407,2.5742,1.45565,0.000636762,0.000636762,0.000636762
58,6386.51,1.52054,1.53483,1.25162,0.39755,0.49172,0.43669,0.23096,1.81999,2.57349,1.42602,0.000622615,0.000622615,0.000622615
59,6534.09,1.52004,1.40038,1.22423,0.40077,0.53196,0.43812,0.20751,1.89389,2.59683,1.45388,0.000608468,0.000608468,0.000608468
60,6658.61,1.55107,1.59853,1.22291,0.36738,0.489,0.35607,0.16375,1.88993,2.56093,1.46354,0.000594321,0.000594321,0.000594321
61,6794.74,1.56773,1.49025,1.25714,0.33094,0.45449,0.31333,0.14524,1.90706,2.55235,1.49243,0.000580174,0.000580174,0.000580174
62,6906.46,1.53857,1.6133,1.29511,0.29582,0.44693,0.28193,0.1309,1.91961,2.60229,1.51377,0.000566027,0.000566027,0.000566027
63,7065.5,1.50273,1.40667,1.20726,0.36133,0.54273,0.34878,0.18099,1.92654,2.45457,1.5079,0.00055188,0.00055188,0.00055188
64,7195.09,1.49641,1.56964,1.21079,0.45073,0.53048,0.42788,0.22358,1.92715,2.3081,1.49876,0.000537733,0.000537733,0.000537733
65,7315.57,1.59903,1.46255,1.21672,0.43364,0.56653,0.45234,0.23838,1.88893,2.24914,1.47625,0.000523586,0.000523586,0.000523586
66,7430.86,1.47294,1.36274,1.20493,0.38946,0.5726,0.49739,0.26927,1.86256,2.22088,1.46428,0.000509438,0.000509438,0.000509438
67,7550.83,1.52925,1.38846,1.25857,0.4473,0.4921,0.41141,0.20978,1.9307,2.31847,1.48734,0.000495291,0.000495291,0.000495291
68,7689.1,1.54094,1.43109,1.25833,0.33045,0.42285,0.30523,0.15175,1.99717,2.46581,1.52421,0.000481144,0.000481144,0.000481144
69,7804.6,1.55238,1.41862,1.23828,0.32213,0.43916,0.29053,0.14679,1.99423,2.49034,1.52949,0.000466997,0.000466997,0.000466997
70,7892.24,1.40581,1.43448,1.18792,0.33711,0.50663,0.31639,0.16481,1.89346,2.38139,1.4947,0.00045285,0.00045285,0.00045285
71,7976.79,1.55636,1.38335,1.23299,0.51621,0.47633,0.44144,0.23886,1.84333,2.14357,1.49512,0.000438703,0.000438703,0.000438703
72,8125.49,1.46953,1.37546,1.19508,0.58923,0.38965,0.47584,0.26956,1.83148,2.19016,1.49122,0.000424556,0.000424556,0.000424556
73,8222.37,1.51075,1.45493,1.21668,0.51401,0.43406,0.48705,0.26653,1.83808,2.21822,1.47089,0.000410409,0.000410409,0.000410409
74,8370,1.24417,5.13497,1.01954,0.47248,0.50951,0.46742,0.25275,1.8347,2.20005,1.4544,0.000396262,0.000396262,0.000396262
75,8488.27,1.52075,1.53493,1.25049,0.51703,0.50337,0.44373,0.23528,1.8641,2.21323,1.51652,0.000382115,0.000382115,0.000382115
76,8581.17,1.43515,1.37505,1.17107,0.4679,0.53716,0.43652,0.24041,1.82489,2.18924,1.48813,0.000367967,0.000367967,0.000367967
77,8714.44,1.41836,1.41437,1.20302,0.54263,0.56455,0.47654,0.26869,1.79968,2.12186,1.47363,0.00035382,0.00035382,0.00035382
78,8824.12,1.5287,1.45082,1.24426,0.57961,0.55452,0.51638,0.29074,1.80876,2.04795,1.48673,0.000339673,0.000339673,0.000339673
79,8954.84,1.42851,1.2485,1.17801,0.55604,0.59928,0.50611,0.27357,1.82825,2.1158,1.50836,0.000325526,0.000325526,0.000325526
80,9080.86,1.4195,1.33129,1.17718,0.52291,0.5863,0.48727,0.2647,1.79368,2.25005,1.49584,0.000311379,0.000311379,0.000311379
81,9192.32,1.39717,1.20486,1.19111,0.50212,0.60314,0.47675,0.2618,1.7823,2.33422,1.47939,0.000297232,0.000297232,0.000297232
82,9348.41,1.33818,1.32481,1.15011,0.49123,0.6059,0.4722,0.26455,1.80088,2.3744,1.49738,0.000283085,0.000283085,0.000283085
83,9490.6,1.44155,1.32904,1.19502,0.49918,0.6201,0.50434,0.28588,1.82369,2.21619,1.51345,0.000268938,0.000268938,0.000268938
84,9615.09,1.34477,1.29918,1.15073,0.60789,0.53606,0.55571,0.32165,1.82221,2.08492,1.51509,0.000254791,0.000254791,0.000254791
85,9717.83,1.35682,1.31781,1.17643,0.69474,0.49812,0.57937,0.33971,1.82281,2.04773,1.51242,0.000240644,0.000240644,0.000240644
86,9806.32,1.34674,1.2964,1.13427,0.67398,0.50881,0.5888,0.34604,1.82149,2.01391,1.51182,0.000226497,0.000226497,0.000226497
87,9920.92,1.45771,1.33295,1.14286,0.5324,0.61114,0.56323,0.33601,1.79183,2.00804,1.49602,0.000212349,0.000212349,0.000212349
88,10039.9,1.37219,1.26949,1.15662,0.51237,0.61653,0.53923,0.32116,1.76236,2.0378,1.4916,0.000198202,0.000198202,0.000198202
89,10170.1,1.29811,1.29534,1.13017,0.552,0.58951,0.5323,0.31944,1.75383,2.05713,1.4873,0.000184055,0.000184055,0.000184055
90,10285,1.39325,1.26195,1.18746,0.55191,0.59218,0.53739,0.32256,1.76358,2.06066,1.49307,0.000169908,0.000169908,0.000169908
91,10373,1.36808,1.44204,1.15091,0.51592,0.5872,0.53151,0.31555,1.76577,2.08985,1.4872,0.000155761,0.000155761,0.000155761
92,10471.4,1.31906,1.28821,1.15403,0.5401,0.5663,0.54211,0.32008,1.79698,2.07697,1.50595,0.000141614,0.000141614,0.000141614
93,10617.5,1.24057,1.16445,1.12045,0.61327,0.50784,0.548,0.32034,1.80789,2.06269,1.51077,0.000127467,0.000127467,0.000127467
94,10744,1.35533,1.39177,1.16151,0.61744,0.49965,0.55332,0.32466,1.8302,2.04725,1.51541,0.00011332,0.00011332,0.00011332
95,10843.5,1.38249,1.54639,1.17366,0.60302,0.5071,0.55332,0.32439,1.83576,2.03991,1.51887,9.91726e-05,9.91726e-05,9.91726e-05
96,10961.8,1.26551,1.29907,1.09748,0.61426,0.50428,0.55706,0.3317,1.81712,2.01783,1.50999,8.50255e-05,8.50255e-05,8.50255e-05
97,11086.5,1.26204,1.22422,1.1293,0.61594,0.51579,0.56083,0.33543,1.80751,2.00598,1.50452,7.08784e-05,7.08784e-05,7.08784e-05
98,11198,1.34957,1.34678,1.19112,0.6135,0.5343,0.57016,0.34215,1.78811,1.99823,1.49258,5.67313e-05,5.67313e-05,5.67313e-05
99,11315.2,1.33399,1.34223,1.12556,0.61656,0.53811,0.56686,0.34311,1.7762,2.00042,1.48449,4.25842e-05,4.25842e-05,4.25842e-05
100,11442.1,1.26008,1.28735,1.10219,0.52565,0.58281,0.56169,0.34,1.76172,2.00162,1.47618,2.84371e-05,2.84371e-05,2.84371e-05
