epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,96.636,2.11417,3.83268,1.57847,0.00083,0.13546,0.0191,0.00554,1.46416,37.1991,1.18652,0.088024,2.4e-05,2.4e-05
2,173.848,2.117,5.96609,1.57398,0.00092,0.15578,0.01938,0.00622,1.44804,37.6574,1.16194,0.07505,4.99878e-05,4.99878e-05
3,256.056,1.93193,3.69782,1.42695,0.00096,0.16798,0.02003,0.00602,1.43825,37.2681,1.15006,0.0620759,7.59258e-05,7.59258e-05
4,338.501,2.08939,4.01146,1.48175,0.00103,0.18424,0.02591,0.00673,1.44259,37.0354,1.13801,0.0491018,0.000101776,0.000101776
5,416.823,1.96054,3.76732,1.43789,0.00118,0.21269,0.02506,0.00761,1.44655,37.0823,1.12677,0.0361275,0.0001275,0.0001275
6,490.126,2.01354,3.67291,1.49075,0.00129,0.23302,0.03072,0.00908,1.43853,37.1878,1.11078,0.0231531,0.000153061,0.000153061
7,565.646,1.92757,3.51022,1.45705,0.0014,0.25334,0.04173,0.01249,1.44512,37.3045,1.11392,0.0101784,0.000178422,0.000178422
8,641.867,2.02181,3.66956,1.49557,0.00155,0.27629,0.04361,0.01406,1.44248,37.3825,1.10752,0.000197616,0.000197616,0.000197616
9,723.658,1.92965,3.53766,1.42041,0.00173,0.30186,0.0419,0.01463,1.45348,37.6616,1.10343,0.00019689,0.00019689,0.00019689
10,806.248,2.13824,3.83925,1.53332,0.73747,0.02306,0.04323,0.01615,1.46183,37.8426,1.10473,0.000196069,0.000196069,0.000196069
11,883.36,2.05007,3.49478,1.49714,0.74288,0.03659,0.04439,0.01696,1.48118,38.3449,1.1108,0.000195155,0.000195155,0.000195155
12,972.485,2.02094,3.41937,1.48858,0.73608,0.06911,0.04815,0.01849,1.49436,39.0723,1.11327,0.000194147,0.000194147,0.000194147
13,1056.44,1.98846,3.27008,1.50242,0.73642,0.07423,0.05365,0.02001,1.49383,39.5191,1.11736,0.000193048,0.000193048,0.000193048
14,1139.5,1.97526,3.261,1.44924,0.73425,0.07317,0.06297,0.02428,1.49521,40.6499,1.11701,0.000191858,0.000191858,0.000191858
15,1225.95,2.04119,3.22883,1.53562,0.73963,0.07317,0.07221,0.02932,1.49448,42.1043,1.11686,0.000190578,0.000190578,0.000190578
16,1312.13,1.81743,2.94863,1.3537,0.7401,0.07317,0.07316,0.02961,1.49026,42.7256,1.11605,0.00018921,0.00018921,0.00018921
17,1401.55,2.09007,6.37788,1.60621,0.4316,0.1529,0.0769,0.02981,1.49375,43.6869,1.11924,0.000187754,0.000187754,0.000187754
18,1487.68,1.8714,2.82757,1.35928,0.41146,0.15696,0.08012,0.0311,1.49496,44.3304,1.12298,0.000186213,0.000186213,0.000186213
19,1572.15,1.95106,2.96572,1.45116,0.43001,0.20535,0.07508,0.02884,1.50762,45.3406,1.13018,0.000184588,0.000184588,0.000184588
20,1652.14,2.11343,3.03831,1.53698,0.43644,0.17165,0.07228,0.02796,1.51112,46.8839,1.12655,0.000182881,0.000182881,0.000182881
21,1735.78,2.09042,3.22957,1.58138,0.44156,0.19722,0.07224,0.02779,1.5152,47.9695,1.12546,0.000181093,0.000181093,0.000181093
22,1825.31,1.92508,2.86916,1.4378,0.44065,0.17821,0.07703,0.02971,1.51436,49.4681,1.13328,0.000179225,0.000179225,0.000179225
23,1917.91,1.9909,2.85624,1.46638,0.45751,0.14975,0.07944,0.02951,1.50984,51.1421,1.13678,0.000177281,0.000177281,0.000177281
24,2004.84,1.92228,3.06941,1.43019,0.46614,0.14975,0.07907,0.02972,1.51306,52.4753,1.13966,0.000175261,0.000175261,0.000175261
25,2084.68,2.00972,2.79047,1.45764,0.45764,0.15067,0.07714,0.03036,1.50691,53.6174,1.13526,0.000173168,0.000173168,0.000173168
26,2174.39,1.92329,2.66293,1.39799,0.42684,0.25177,0.07592,0.0302,1.49995,53.408,1.13055,0.000171004,0.000171004,0.000171004
27,2268.42,2.06506,2.98352,1.50509,0.44218,0.24416,0.08054,0.03134,1.49342,53.7931,1.12048,0.00016877,0.00016877,0.00016877
28,2361.05,1.83133,2.64786,1.39594,0.4454,0.23544,0.08335,0.0321,1.49469,52.9578,1.11933,0.00016647,0.00016647,0.00016647
29,2459.12,1.99374,2.75046,1.43827,0.44467,0.23051,0.08247,0.03194,1.49398,52.4118,1.11503,0.000164105,0.000164105,0.000164105
30,2547.35,1.92646,2.72253,1.45374,0.44841,0.21584,0.08436,0.033,1.49202,50.132,1.11191,0.000161678,0.000161678,0.000161678
31,2642.31,2.00917,2.88706,1.47687,0.46106,0.21584,0.08764,0.03453,1.47939,47.9601,1.10295,0.000159191,0.000159191,0.000159191
32,2723.93,2.0078,2.83571,1.52333,0.46497,0.21584,0.08715,0.03491,1.47758,47.1401,1.10185,0.000156646,0.000156646,0.000156646
33,2813.24,1.97808,2.68305,1.47129,0.4692,0.19761,0.09023,0.03675,1.47151,45.7848,1.09726,0.000154047,0.000154047,0.000154047
34,2897.78,1.95906,2.6301,1.49914,0.47309,0.20102,0.09256,0.0379,1.46842,45.6817,1.0984,0.000151395,0.000151395,0.000151395
35,2994.19,1.89072,2.60324,1.35494,0.47368,0.21859,0.09456,0.03944,1.46205,45.4997,1.08894,0.000148694,0.000148694,0.000148694
36,3096.15,2.00304,2.90871,1.44083,0.4781,0.20915,0.09746,0.04073,1.46251,44.7951,1.08769,0.000145945,0.000145945,0.000145945
37,3199.67,1.96657,3.02924,1.51122,0.47697,0.20915,0.09905,0.04071,1.46004,44.8015,1.08356,0.000143152,0.000143152,0.000143152
