epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,620.372,1.7633,2.7268,1.31072,0.86434,0.18683,0.21333,0.08302,2.00946,3.101,1.54412,6.72675e-05,6.72675e-05,6.72675e-05
41,632.826,1.85206,2.76434,1.37362,0.90252,0.12419,0.21207,0.08231,2.02454,3.04933,1.55034,6.57963e-05,6.57963e-05,6.57963e-05
42,647.728,1.65422,2.68585,1.18967,0.90252,0.12419,0.21207,0.08231,2.02454,3.04933,1.55034,6.43101e-05,6.43101e-05,6.43101e-05
43,663,1.96798,2.78383,1.43517,0.90252,0.12419,0.21207,0.08231,2.02454,3.04933,1.55034,6.28101e-05,6.28101e-05,6.28101e-05
44,677.171,1.61731,2.66643,1.19071,0.87866,0.15385,0.20413,0.07856,2.03709,2.99549,1.54979,6.12981e-05,6.12981e-05,6.12981e-05
45,691.649,1.69779,2.7407,1.25039,0.87866,0.15385,0.20413,0.07856,2.03709,2.99549,1.54979,5.97754e-05,5.97754e-05,5.97754e-05
46,706.594,1.67783,2.65031,1.24502,0.87866,0.15385,0.20413,0.07856,2.03709,2.99549,1.54979,5.82435e-05,5.82435e-05,5.82435e-05
47,719.066,1.62932,2.73861,1.22831,0.87558,0.15794,0.21581,0.08309,2.05001,2.94772,1.55669,5.6704e-05,5.6704e-05,5.6704e-05
48,738.029,1.79793,2.70522,1.3809,0.87558,0.15794,0.21581,0.08309,2.05001,2.94772,1.55669,5.51584e-05,5.51584e-05,5.51584e-05
49,750.315,1.7304,2.73484,1.26968,0.87285,0.16639,0.24777,0.0957,2.06479,2.89383,1.56246,5.36081e-05,5.36081e-05,5.36081e-05
50,768.333,1.73673,2.62435,1.25466,0.87285,0.16639,0.24777,0.0957,2.06479,2.89383,1.56246,5.20548e-05,5.20548e-05,5.20548e-05
51,781.319,1.75065,2.58091,1.30331,0.87285,0.16639,0.24777,0.0957,2.06479,2.89383,1.56246,5.05e-05,5.05e-05,5.05e-05
52,800.458,1.7888,2.67027,1.31331,0.88213,0.17188,0.27295,0.1064,2.07853,2.85588,1.56802,4.89452e-05,4.89452e-05,4.89452e-05
