epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.4497,4.33658,30.8792,2.51873,0.00063,0.00855,0.00032,0.00016,7.02278,12.275,4.15779,1.429e-05,1.429e-05,1.429e-05
2,64.5991,5.34026,20.5073,3.16237,0.00063,0.00855,0.00032,6e-05,7.02278,12.288,4.1565,4.26578e-05,4.26578e-05,4.26578e-05
3,89.7275,6.73197,15.5788,4.16805,0.00121,0.01709,0.00064,9e-05,7.02196,12.2527,4.15036,7.07426e-05,7.07426e-05,7.07426e-05
4,115.308,4.00125,17.4693,2.36101,0.00061,0.00855,0.00032,9e-05,7.01987,12.2823,4.13568,9.85446e-05,9.85446e-05,9.85446e-05
5,138.259,6.9609,23.5971,4.05466,0.00111,0.01709,0.00413,0.00089,7.01683,12.0271,4.1176,0.000126064,0.000126064,0.000126064
6,165.271,4.50115,30.0964,2.53207,0.00111,0.01709,0.00067,0.00021,7.01355,11.9245,4.09605,0.0001533,0.0001533,0.0001533
7,191.031,6.9048,10.834,3.91365,0.00055,0.00855,0.00037,0.00011,7.00685,11.3925,4.05521,0.000180253,0.000180253,0.000180253
8,221.758,6.85175,18.5765,3.77772,0.00053,0.00855,0.00034,0.00014,6.99337,10.3147,3.97772,0.000206923,0.000206923,0.000206923
9,254.282,6.87629,14.2285,3.81945,0.00054,0.00855,0.00033,3e-05,6.98326,9.90749,3.92054,0.00023331,0.00023331,0.00023331
10,282.332,4.44829,16.2315,2.66009,0.00104,0.01709,0.00083,0.0002,6.96558,9.01909,3.83714,0.000259414,0.000259414,0.000259414
11,306.306,6.81146,9.05973,3.90184,0.00105,0.01709,0.00243,0.00062,6.94425,7.79685,3.75344,0.000285236,0.000285236,0.000285236
12,332.642,6.90894,16.6234,3.93197,0.00103,0.01709,0.00215,0.00061,6.91844,6.85732,3.6588,0.000310774,0.000310774,0.000310774
13,356.287,6.69394,6.78559,3.39457,0.00104,0.01709,0.00456,0.00069,6.88294,6.27621,3.53294,0.000336029,0.000336029,0.000336029
14,376.92,4.98264,10.4627,2.86055,0.00053,0.00855,0.00029,9e-05,6.82725,5.79472,3.38636,0.000361002,0.000361002,0.000361002
15,403.761,6.15663,9.76162,3.88059,0.00087,0.01709,0.00054,0.00013,6.73382,4.92557,3.23028,0.000385691,0.000385691,0.000385691
16,425.445,6.80094,6.13163,3.53083,0.0005,0.01709,0.00099,0.00013,6.60086,4.24854,3.09159,0.000410098,0.000410098,0.000410098
17,448.824,5.26726,10.5791,2.69255,0.00042,0.01709,0.00031,6e-05,6.35944,3.94322,2.92261,0.000434222,0.000434222,0.000434222
18,476.928,6.65764,6.38569,3.82008,0.00057,0.02564,0.00034,7e-05,5.86864,3.66357,2.73921,0.000458062,0.000458062,0.000458062
19,503.298,6.25146,6.08667,3.15505,0.00089,0.04274,0.00061,0.00012,5.18231,3.36344,2.55334,0.00048162,0.00048162,0.00048162
20,528.54,6.56784,5.73521,3.25482,0.00083,0.05128,0.00055,0.00021,4.72992,3.63396,2.44372,0.000504895,0.000504895,0.000504895
21,551.968,6.50067,6.53446,3.25568,0.00083,0.05128,0.00055,0.00021,4.5442,3.26571,2.41613,0.000527887,0.000527887,0.000527887
22,573.369,6.2289,5.82502,2.88156,0.00139,0.08547,0.0011,0.00022,4.50588,3.20791,2.4314,0.000550596,0.000550596,0.000550596
23,599.677,6.06762,5.83085,2.71076,0.00111,0.06838,0.00083,0.00018,4.50077,3.39233,2.47214,0.000573022,0.000573022,0.000573022
24,619.906,4.80699,4.54599,2.77604,0.00083,0.05128,0.00054,0.00012,4.56816,3.86558,2.55535,0.000595165,0.000595165,0.000595165
25,642.852,5.10003,5.18781,2.71962,0.00097,0.05983,0.00071,0.00014,4.57712,4.59389,2.64405,0.000617025,0.000617025,0.000617025
26,666.873,5.39584,4.20503,2.94975,0.00086,0.05128,0.00062,0.00012,4.61251,6.0385,2.64983,0.000638602,0.000638602,0.000638602
27,690.697,4.99194,4.41892,2.23265,0.00069,0.04274,0.00054,0.00011,4.7205,4.50279,2.62375,0.000659896,0.000659896,0.000659896
28,712.85,5.96698,6.17644,2.7345,0.00069,0.04274,0.00054,0.00011,4.7205,4.50279,2.62375,0.000680908,0.000680908,0.000680908
29,751.491,5.71068,5.00669,2.56564,0.00056,0.03419,0.00046,7e-05,4.93445,3.46187,2.60241,0.000701636,0.000701636,0.000701636
30,781.388,5.15874,4.08544,2.22573,0.00028,0.01709,0.00016,2e-05,5.15902,3.43765,2.54466,0.000722082,0.000722082,0.000722082
31,806.05,5.89432,6.74864,2.27443,0.00028,0.01709,0.00016,2e-05,5.15902,3.43765,2.54466,0.000742244,0.000742244,0.000742244
32,834.005,5.18359,3.83784,2.12146,0.00014,0.00855,7e-05,1e-05,5.33065,3.69928,2.48694,0.000762124,0.000762124,0.000762124
33,857.324,5.1895,4.45653,2.46236,0,0,0,0,5.42553,4.28884,2.51523,0.00078172,0.00078172,0.00078172
34,878.909,4.84029,3.47919,2.40453,0,0,0,0,5.42553,4.28884,2.51523,0.000801034,0.000801034,0.000801034
35,903.753,5.18696,3.54175,2.38659,0.00028,0.01709,0.00017,2e-05,5.08901,3.723,2.2763,0.000820065,0.000820065,0.000820065
36,928.516,4.5061,3.54167,2.15964,0.00056,0.03419,0.00038,6e-05,4.92851,3.72743,2.23888,0.000838812,0.000838812,0.000838812
37,950.731,4.46917,3.45515,2.20802,0.00056,0.03419,0.00038,6e-05,4.92851,3.72743,2.23888,0.000857277,0.000857277,0.000857277
38,973.601,4.98626,3.69133,2.51032,0.00014,0.00855,8e-05,1e-05,5.31123,6.79863,2.58996,0.000875459,0.000875459,0.000875459
39,991.633,5.58878,5.04403,1.98465,0.00028,0.01709,0.0002,2e-05,5.27972,5.65612,2.85075,0.000893358,0.000893358,0.000893358
40,1012.06,5.06499,3.22568,2.12977,0.00028,0.01709,0.0002,2e-05,5.27972,5.65612,2.85075,0.000910974,0.000910974,0.000910974
41,1041.45,4.54847,3.40196,2.27797,0.00028,0.01709,0.00021,3e-05,5.23889,4.57723,2.92776,0.000928307,0.000928307,0.000928307
42,1103.43,4.88568,3.33695,2.11282,0.00014,0.00855,8e-05,2e-05,5.19104,3.81192,2.61267,0.000945357,0.000945357,0.000945357
43,1129.87,4.72756,3.03048,1.99527,0.00014,0.00855,8e-05,2e-05,5.19104,3.81192,2.61267,0.000962124,0.000962124,0.000962124
44,1151.38,4.81591,3.3723,2.43308,0.00014,0.00855,0.00012,2e-05,5.12883,3.83283,2.43667,0.000978608,0.000978608,0.000978608
45,1171.72,5.05526,3.67158,2.23458,0.00014,0.00855,0.00012,2e-05,5.12883,3.83283,2.43667,0.00099481,0.00099481,0.00099481
46,1203.05,4.66069,4.69315,1.79553,0.00069,0.04274,0.00073,0.00018,4.62364,3.15819,2.19162,0.00101073,0.00101073,0.00101073
47,1224.67,4.61832,3.14052,1.97238,0.00069,0.04274,0.00073,0.00018,4.62364,3.15819,2.19162,0.00102636,0.00102636,0.00102636
48,1253.04,4.56971,3.19906,2.13659,0,0,0,0,6.99907,5.06423,4.08621,0.00104172,0.00104172,0.00104172
49,1275.84,4.69393,3.11482,2.36305,0,0,0,0,6.99907,5.06423,4.08621,0.00105679,0.00105679,0.00105679
50,1301.68,4.5603,3.16854,2.25378,0,0,0,0,3.29358,4.66116,2.38823,0.00107157,0.00107157,0.00107157
51,1326.37,4.61213,3.11476,1.9062,0,0,0,0,3.29358,4.66116,2.38823,0.00107532,0.00107532,0.00107532
52,1367.76,4.75528,3.25165,1.85201,0,0,0,0,1.60337,3.83323,1.3164,0.00106825,0.00106825,0.00106825
53,1399.34,4.66426,2.92753,2.12332,0,0,0,0,1.60337,3.83323,1.3164,0.00106118,0.00106118,0.00106118
54,1451.63,4.76608,3.02761,2.05552,0,0,0,0,2.15154,3.81093,1.31308,0.0010541,0.0010541,0.0010541
55,1476.18,4.63637,2.86031,1.83823,0,0,0,0,2.15154,3.81093,1.31308,0.00104703,0.00104703,0.00104703
