epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,1033.14,1.8755,2.14184,1.29744,0.72888,0.39425,0.41316,0.15714,2.15222,2.30338,1.64199,2.88321e-05,2.88321e-05,2.88321e-05
78,1046.82,1.72859,2.04119,1.25681,0.72888,0.39425,0.41316,0.15714,2.15222,2.30338,1.64199,2.6739e-05,2.6739e-05,2.6739e-05
79,1066.09,1.70596,2.04187,1.18167,0.74055,0.39546,0.41034,0.15532,2.15779,2.29849,1.64733,2.47192e-05,2.47192e-05,2.47192e-05
80,1077.75,1.74697,2.10871,1.28458,0.74055,0.39546,0.41034,0.15532,2.15779,2.29849,1.64733,2.27747e-05,2.27747e-05,2.27747e-05
81,1093,1.94075,2.34134,1.33908,0.74388,0.3974,0.41066,0.15557,2.16053,2.29241,1.64849,2.09073e-05,2.09073e-05,2.09073e-05
82,1103.68,1.77497,2.10298,1.31191,0.74388,0.3974,0.41066,0.15557,2.16053,2.29241,1.64849,1.9119e-05,1.9119e-05,1.9119e-05
83,1118.25,1.78741,2.19863,1.34461,0.74388,0.3974,0.41066,0.15557,2.16053,2.29241,1.64849,1.74115e-05,1.74115e-05,1.74115e-05
84,1130.56,1.7857,2.09438,1.27285,0.74851,0.40072,0.41008,0.15655,2.16008,2.28477,1.64823,1.57865e-05,1.57865e-05,1.57865e-05
85,1141.39,1.71899,2.10755,1.36624,0.74851,0.40072,0.41008,0.15655,2.16008,2.28477,1.64823,1.42456e-05,1.42456e-05,1.42456e-05
86,1154.41,1.87265,2.05882,1.31243,0.74851,0.40072,0.41008,0.15655,2.16008,2.28477,1.64823,1.27904e-05,1.27904e-05,1.27904e-05
87,1167.76,1.82001,2.03291,1.25042,0.74554,0.3931,0.4099,0.15692,2.15844,2.2835,1.6486,1.14221e-05,1.14221e-05,1.14221e-05
88,1183.8,1.7852,2.05174,1.30738,0.74554,0.3931,0.4099,0.15692,2.15844,2.2835,1.6486,1.01423e-05,1.01423e-05,1.01423e-05
89,1198.76,1.95021,2.19625,1.41228,0.74856,0.40359,0.40968,0.15789,2.15911,2.28009,1.64933,8.95213e-06,8.95213e-06,8.95213e-06
90,1216.42,1.70297,2.00135,1.30375,0.74856,0.40359,0.40968,0.15789,2.15911,2.28009,1.64933,7.8528e-06,7.8528e-06,7.8528e-06
91,1228.13,1.64027,2.31828,1.2782,0.74856,0.40359,0.40968,0.15789,2.15911,2.28009,1.64933,6.8454e-06,6.8454e-06,6.8454e-06
92,1243.19,1.62352,2.16178,1.22357,0.7437,0.39077,0.40196,0.15558,2.14327,2.28219,1.63305,5.93093e-06,5.93093e-06,5.93093e-06
93,1257.97,1.5157,2.20084,1.21934,0.7437,0.39077,0.40196,0.15558,2.14327,2.28219,1.63305,5.11027e-06,5.11027e-06,5.11027e-06
94,1273.35,1.69314,2.31983,1.30287,0.7437,0.39077,0.40196,0.15558,2.14327,2.28219,1.63305,4.38424e-06,4.38424e-06,4.38424e-06
95,1285.11,1.66953,2.19229,1.34713,0.74934,0.39129,0.39278,0.15561,2.13608,2.28886,1.6143,3.75356e-06,3.75356e-06,3.75356e-06
96,1302.19,1.67437,2.27397,1.21445,0.74934,0.39129,0.39278,0.15561,2.13608,2.28886,1.6143,3.21885e-06,3.21885e-06,3.21885e-06
97,1313.76,1.60286,2.19545,1.25885,0.72423,0.40974,0.38206,0.15409,2.13312,2.29667,1.59965,2.78064e-06,2.78064e-06,2.78064e-06
98,1329.41,1.70452,2.36389,1.30172,0.72423,0.40974,0.38206,0.15409,2.13312,2.29667,1.59965,2.43937e-06,2.43937e-06,2.43937e-06
99,1344.01,1.57809,2.18669,1.29506,0.72423,0.40974,0.38206,0.15409,2.13312,2.29667,1.59965,2.19535e-06,2.19535e-06,2.19535e-06
100,1360.3,1.65893,2.21575,1.30179,0.7234,0.4161,0.37114,0.1479,2.13832,2.33644,1.59654,2.04885e-06,2.04885e-06,2.04885e-06
